,User_ID,first_listen_date,last_listen_date,avg_duration_per_listen,std_avg_duration_per_listen,listen_cnt,total_listen_minute,listen_week_cnt,bias_listen_week_cnt,min_purchase_date,max_purchase_date,order_cnt,revenue,order_week_cnt,bias_order_week_cnt,Density,signup_date,Recency,Frequency,Monetary,last_active_date,life_week_cnt
79,41100,2020-07-09,2020-11-22,4.758227848101266,4.7652967263780885,158.0,751.8000000000001,20.0,25.0,,,,,,,4.758227848101266,2020-07-03,39,7.9,0.0,2020-11-22,21.0
80,41104,2020-07-07,2020-11-16,19.66808510638299,13.230080074340703,188.0,3697.6000000000017,19.0,26.0,,,,,,,19.66808510638299,2020-07-03,45,9.894736842105264,0.0,2020-11-16,20.0
81,41112,2020-07-10,2020-09-18,2.4875000000000007,2.3303433223454437,16.0,39.80000000000001,10.0,25.0,,,,,,,2.4875000000000007,2020-07-03,104,1.6,0.0,2020-09-18,11.0
82,41114,2020-07-21,2020-09-02,20.492105263157892,23.328017971424547,38.0,778.6999999999999,7.0,24.0,,,,,,,20.492105263157892,2020-07-03,120,5.428571428571429,0.0,2020-09-02,9.0
83,41119,2020-07-04,2020-07-07,1.0,0.0,2.0,2.0,1.0,26.0,,,,,,,1.0,2020-07-03,177,2.0,0.0,2020-07-07,1.0
84,41123,2020-07-03,2020-07-17,8.394117647058822,6.715109204034093,34.0,285.4,2.0,26.0,,,,,,,8.394117647058822,2020-07-03,167,17.0,0.0,2020-07-17,2.0
85,41130,2020-10-03,2020-10-08,22.650000000000002,27.842246077977737,16.0,362.40000000000003,1.0,13.0,,,,,,,22.650000000000002,2020-07-04,84,16.0,0.0,2020-10-08,14.0
86,41132,2020-09-10,2020-09-10,8.433333333333334,6.630485150675879,3.0,25.3,1.0,16.0,,,,,,,8.433333333333334,2020-07-04,112,3.0,0.0,2020-09-10,10.0
87,41133,2020-07-17,2020-12-31,18.670962296004507,25.62726985831758,1777.0,33178.30000000001,24.0,24.0,2020-08-24,2020-08-24,1.0,599000.0,0.0,18.428571428571427,18.670962296004507,2020-07-04,0,74.04166666666667,23038.46153846154,2020-12-31,26.0
88,41135,2020-07-04,2020-07-04,7.4,,1.0,7.4,1.0,26.0,,,,,,,7.4,2020-07-04,180,1.0,0.0,2020-07-04,1.0
89,41137,2020-07-19,2020-09-25,17.22222222222222,18.121795637413612,18.0,310.0,10.0,24.0,,,,,,,17.22222222222222,2020-07-04,97,1.8,0.0,2020-09-25,12.0
90,41142,2020-07-04,2020-12-26,16.56043956043957,14.274949924962797,91.0,1507.0000000000007,25.0,26.0,,,,,,,16.56043956043957,2020-07-04,5,3.64,0.0,2020-12-26,25.0
91,41145,2020-08-06,2020-08-06,0.1,,1.0,0.1,1.0,21.0,,,,,,,0.1,2020-07-04,147,1.0,0.0,2020-08-06,5.0
92,41146,2020-07-17,2020-08-13,6.5809523809523816,8.022507030076014,21.0,138.20000000000002,4.0,24.0,,,,,,,6.5809523809523816,2020-07-04,140,5.25,0.0,2020-08-13,6.0
93,41147,2020-07-04,2020-07-04,1.06,0.8294576541331089,5.0,5.300000000000001,1.0,26.0,,,,,,,1.06,2020-07-04,180,5.0,0.0,2020-07-04,1.0
94,41149,2020-07-04,2020-07-04,6.9,,1.0,6.9,1.0,26.0,,,,,,,6.9,2020-07-04,180,1.0,0.0,2020-07-04,1.0
95,41150,2020-07-05,2020-07-13,19.543999999999997,18.280911720516933,25.0,488.59999999999997,2.0,26.0,,,,,,,19.543999999999997,2020-07-04,171,12.5,0.0,2020-07-13,2.0
96,41151,2020-07-04,2020-07-12,0.4444444444444444,0.8459051693633013,18.0,7.999999999999999,2.0,26.0,,,,,,,0.4444444444444444,2020-07-04,172,9.0,0.0,2020-07-12,2.0
97,41156,2020-08-04,2020-08-04,9.809999999999999,10.358108951571786,20.0,196.2,1.0,22.0,,,,,,,9.809999999999999,2020-07-04,149,20.0,0.0,2020-08-04,5.0
98,41166,2020-07-04,2020-07-04,0.7,,1.0,0.7,1.0,26.0,,,,,,,0.7,2020-07-04,180,1.0,0.0,2020-07-04,1.0
99,41168,2020-08-06,2020-08-06,0.4,0.496655480858378,4.0,1.6,1.0,21.0,,,,,,,0.4,2020-07-04,147,4.0,0.0,2020-08-06,5.0
100,41169,2020-07-04,2020-07-04,2.1333333333333333,2.5324559884296773,3.0,6.4,1.0,26.0,,,,,,,2.1333333333333333,2020-07-04,180,3.0,0.0,2020-07-04,1.0
101,41170,2020-07-05,2020-07-17,47.7225806451613,68.75350032144992,31.0,1479.4000000000003,2.0,26.0,,,,,,,47.7225806451613,2020-07-04,167,15.5,0.0,2020-07-17,2.0
102,41171,2020-07-04,2020-07-09,0.7411764705882353,0.8162864260856998,17.0,12.6,1.0,26.0,,,,,,,0.7411764705882353,2020-07-04,175,17.0,0.0,2020-07-09,1.0
103,41172,2020-07-04,2020-08-26,0.7,0.7071067811865475,2.0,1.4,8.0,26.0,,,,,,,0.7,2020-07-04,127,0.25,0.0,2020-08-26,8.0
