,User_ID,type_user,Recency,Frequency,Density,RecencyCluster,FrequencyCluster,DensityCluster,ClusterCode
296,42682,free,155,4.0,8.716666666666669,0,0,0,000
297,42685,free,144,0.375,1.0333333333333334,0,0,0,000
298,42686,free,159,2.5,0.4,0,0,0,000
299,42691,free,157,0.5,3.75,0,0,0,000
300,42694,free,159,3.0,5.45,0,0,0,000
301,42701,free,146,0.9285714285714286,5.169230769230769,0,0,0,000
302,42704,free,155,1.1666666666666667,6.3,0,0,0,000
303,42706,free,129,0.0625,4.7,0,0,0,000
304,42707,free,158,3.5,9.271428571428572,0,0,0,000
305,42714,free,135,1.9615384615384615,3.1980392156862756,0,0,0,000
306,42719,free,159,1.0,0.1,0,0,0,000
307,42723,free,149,4.416666666666667,6.209433962264154,0,0,0,000
308,42725,free,160,2.0,2.5,0,0,0,000
309,42731,free,158,1.0,0.1,0,0,0,000
310,42757,free,160,4.0,3.4000000000000004,0,0,0,000
311,42760,free,151,2.6666666666666665,3.968750000000001,0,0,0,000
312,42765,free,151,1.2222222222222223,7.8909090909090915,0,0,0,000
313,42778,free,160,2.0,1.2999999999999998,0,0,0,000
314,42782,free,152,4.857142857142857,5.355882352941176,0,0,0,000
315,42799,free,157,2.5,0.12000000000000002,0,0,0,000
316,42811,free,159,5.0,2.1799999999999997,0,0,0,000
317,42812,free,152,3.5714285714285716,1.7800000000000002,0,0,0,000
318,42813,free,127,0.3125,3.35,0,0,0,000
319,42820,free,125,0.2857142857142857,0.225,0,0,0,000
320,42824,free,159,3.0,1.0,0,0,0,000
321,42839,free,159,5.0,6.4799999999999995,0,0,0,000
322,42846,free,143,0.3125,1.92,0,0,0,000
323,42850,free,159,1.0,0.5,0,0,0,000
324,42852,free,159,1.0,1.8,0,0,0,000
325,42853,free,159,1.0,0.8,0,0,0,000
326,42854,free,142,0.8,1.1999999999999997,0,0,0,000
327,42856,free,156,1.0,8.2,0,0,0,000
328,42859,free,143,0.25,2.525,0,0,0,000
329,42860,free,158,2.0,0.35,0,0,0,000
330,42865,free,159,5.0,0.9800000000000001,0,0,0,000
331,42867,free,159,1.0,1.0,0,0,0,000
332,42872,free,151,5.0,5.777142857142856,0,0,0,000
333,42873,free,142,0.5625,1.0777777777777777,0,0,0,000
334,42874,free,131,3.074074074074074,1.136144578313253,0,0,0,000
335,42877,free,157,5.0,8.299999999999999,0,0,0,000
336,42886,free,149,2.0,8.9,0,0,0,000
337,42887,free,158,2.0,3.6999999999999997,0,0,0,000
338,42891,free,141,0.17647058823529413,3.4333333333333336,0,0,0,000
339,42893,free,153,1.0,2.1,0,0,0,000
340,42895,free,148,1.7,3.3588235294117648,0,0,0,000
341,42902,free,157,4.0,0.25,0,0,0,000
342,42904,free,157,5.0,5.0600000000000005,0,0,0,000
343,42906,free,147,1.1818181818181819,6.261538461538462,0,0,0,000
344,42907,free,148,3.7,8.154054054054056,0,0,0,000
345,42910,free,156,6.0,3.733333333333333,0,0,0,000
346,42911,free,158,1.0,0.3,0,0,0,000
347,42912,free,141,4.923076923076923,7.428125,0,0,0,000
348,42915,free,158,1.0,0.0,0,0,0,000
349,42922,free,142,0.375,3.1666666666666665,0,0,0,000
350,42924,free,125,0.48484848484848486,0.9687499999999999,0,0,0,000
351,42958,free,141,0.5333333333333333,7.987499999999999,0,0,0,000
352,42970,free,150,3.142857142857143,4.6000000000000005,0,0,0,000
353,42971,free,147,1.0,0.2,0,0,0,000
354,42975,free,156,5.0,2.12,0,0,0,000
355,42977,free,157,2.0,1.0,0,0,0,000
356,42983,free,156,6.0,1.1,0,0,0,000
357,42987,free,157,6.0,3.1333333333333333,0,0,0,000
358,42991,free,152,1.0,4.3,0,0,0,000
359,42992,free,150,1.6666666666666667,3.660000000000001,0,0,0,000
360,42996,free,121,0.25,4.45,0,0,0,000
361,43005,free,108,0.0625,3.1333333333333333,0,0,0,000
362,43015,free,155,3.0,9.866666666666667,0,0,0,000
363,43020,free,156,3.0,0.5333333333333333,0,0,0,000
364,43022,free,156,3.0,0.03333333333333333,0,0,0,000
365,43025,free,155,4.0,4.8500000000000005,0,0,0,000
366,43029,free,156,1.0,3.7,0,0,0,000
367,43032,free,130,0.8,9.149999999999999,0,0,0,000
368,43034,free,118,2.0,8.636666666666667,0,0,0,000
369,43035,free,156,3.0,0.4666666666666666,0,0,0,000
370,43038,free,155,6.0,4.633333333333334,0,0,0,000
371,43045,free,134,0.19047619047619047,0.6749999999999999,0,0,0,000
372,43047,free,140,0.4666666666666667,5.842857142857143,0,0,0,000
373,43048,free,155,2.0,1.25,0,0,0,000
374,43051,free,155,1.0,2.6,0,0,0,000
375,43059,free,111,0.6818181818181818,8.919999999999998,0,0,0,000
376,43065,free,136,3.0,8.6,0,0,0,000
377,43069,free,143,6.0,8.6,0,0,0,000
378,43070,free,155,4.0,1.0750000000000002,0,0,0,000
379,43076,free,145,3.0,0.7333333333333333,0,0,0,000
380,43083,free,146,0.25,1.5,0,0,0,000
381,43085,free,154,4.0,3.075,0,0,0,000
382,43090,free,129,0.68,7.241176470588236,0,0,0,000
383,43098,free,133,1.4285714285714286,5.299999999999999,0,0,0,000
384,43100,free,149,4.8,1.854166666666667,0,0,0,000
385,43106,free,113,0.05714285714285714,0.4,0,0,0,000
386,43107,free,154,3.0,3.0,0,0,0,000
387,43113,free,154,4.0,2.8,0,0,0,000
388,43115,free,154,1.0,2.0,0,0,0,000
389,43125,free,110,2.744186046511628,8.988983050847459,0,0,0,000
390,43131,free,112,0.07317073170731707,1.5333333333333332,0,0,0,000
391,43132,free,148,2.2,4.463636363636364,0,0,0,000
392,43133,free,127,1.9230769230769231,10.468000000000002,0,0,0,000
393,43135,free,151,5.0,0.43999999999999995,0,0,0,000
394,43139,free,153,3.0,3.1999999999999997,0,0,0,000
395,43141,free,139,2.0,1.05,0,0,0,000
396,43143,free,145,0.625,10.319999999999999,0,0,0,000
397,43144,free,111,4.0,6.925000000000001,0,0,0,000
398,43151,free,153,1.0,3.5,0,0,0,000
399,43160,free,141,0.9166666666666666,4.518181818181818,0,0,0,000
400,43161,free,143,0.6,0.9333333333333335,0,0,0,000
401,43166,free,124,0.3448275862068966,9.12,0,0,0,000
402,43167,free,153,2.0,0.8,0,0,0,000
403,43180,free,152,1.0,1.0,0,0,0,000
404,43182,free,152,2.0,1.95,0,0,0,000
405,43187,free,152,1.0,0.5,0,0,0,000
406,43190,free,152,2.0,0.75,0,0,0,000
407,43193,free,149,0.6666666666666666,1.15,0,0,0,000
408,43195,free,119,0.09090909090909091,0.19999999999999998,0,0,0,000
409,43196,free,152,1.0,0.9,0,0,0,000
410,43198,free,112,1.0,1.9175000000000009,0,0,0,000
411,43201,free,137,0.7777777777777778,9.514285714285714,0,0,0,000
412,43207,free,130,2.772727272727273,2.5754098360655737,0,0,0,000
413,43211,free,151,1.0,1.5,0,0,0,000
414,43215,free,142,1.2222222222222223,0.6545454545454544,0,0,0,000
415,43217,free,141,4.7,5.417021276595745,0,0,0,000
416,43219,free,149,5.5,7.281818181818182,0,0,0,000
417,43222,free,151,3.0,3.533333333333333,0,0,0,000
418,43224,free,151,1.0,0.1,0,0,0,000
419,43230,free,149,2.0,7.425,0,0,0,000
420,43241,free,126,0.64,4.937500000000001,0,0,0,000
421,43246,free,150,1.0,0.8,0,0,0,000
422,43250,free,129,0.42857142857142855,2.744444444444444,0,0,0,000
423,43254,free,138,0.38461538461538464,8.7,0,0,0,000
424,43263,free,110,0.525,5.5809523809523816,0,0,0,000
425,43264,free,108,0.7142857142857143,6.780000000000002,0,0,0,000
426,43267,free,146,2.5,1.65,0,0,0,000
427,43270,free,146,2.5,2.24,0,0,0,000
428,43283,free,142,2.875,8.552173913043475,0,0,0,000
429,43285,free,146,2.25,1.011111111111111,0,0,0,000
