user_id,recency,frequency,monetary,R,F,M,RFM,,,R,F,M,#,segment,propotion
58095,38,4,4184.210526,3,1,1,311,,,,,,,,
58105,26,7,111.1111111,3,1,1,311,,,,,,,,
58131,3,3,15920,4,1,1,411,,,,,,,,
58151,5,15,943.1279621,4,2,1,421,,,,,,,,
58189,31,7,3117.647059,3,1,1,311,,,,,,,,
58191,2,19,1640.740741,4,2,1,421,,,,,,,,
58215,5,4,3618.181818,4,1,1,411,,,,,,,,
58225,15,10,2072.916667,4,1,1,411,,,,,,,,
58228,7,18,2012.931034,4,2,1,421,,,,,,,,
58301,84,46,677.4193548,2,3,1,231,,,,,,,,
58372,1,20,843.220339,4,2,1,421,,,,,,,,
58381,62,24,6583.333333,2,2,1,221,,,,,,,,
58388,1,4,3826.923077,4,1,1,411,,,,,,,,
58405,16,6,2802.816901,4,1,1,411,,,,,,,,
58484,2,24,1206.060606,4,2,1,421,,,,,,,,
58485,1,15,2422.330097,4,2,1,421,,,,,,,,
58490,11,2,22185.18519,4,1,1,411,,,,,,,,
58519,1,14,2117.021277,4,2,1,421,,,,,,,,
58542,79,2,149750,2,1,2,212,,,,,,,,
58553,93,24,8291.666667,1,2,1,121,,,,,,,,
58577,4,4,11301.88679,4,1,1,411,,,,,,,,
58585,1,17,2559.82906,4,2,1,421,,,,,,,,
58637,1,52,690.1798064,4,4,1,441,,,,,,,,
58667,96,2,22500,1,1,1,111,,,,,,,,
58680,30,10,6730.337079,3,1,1,311,,,,,,,,
58693,89,20,450,2,2,1,221,,,,,,,,
58716,0,0,149000,4,1,2,412,,,,,,,,
58723,4,8,8235.294118,4,1,1,411,,,,,,,,
58762,6,44,280.9187279,4,3,1,431,,,,,,,,
58784,48,6,3878.04878,3,1,1,311,,,,,,,,
58802,21,14,5459.854015,3,2,1,321,,,,,,,,
58836,84,21,7095.238095,2,2,1,221,,,,,,,,
58840,68,5,428.5714286,2,1,1,211,,,,,,,,
58858,1,6,6582.417582,4,1,1,411,,,,,,,,
58873,64,2,1125,2,1,1,211,,,,,,,,
58878,76,9,5678.571429,2,1,1,211,,,,,,,,
58884,95,2,4500,1,1,1,111,,,,,,,,
58915,6,8,4940.594059,4,1,1,411,,,,,,,,
58922,0,0,599000,4,1,3,413,,,,,,,,
58941,1,87,527.2887324,4,4,1,441,,,,,,,,
58961,1,11,3178.343949,4,2,1,421,,,,,,,,
58974,7,18,836.1344538,4,2,1,421,,,,,,,,
59004,32,16,1558.62069,3,2,1,321,,,,,,,,
59024,11,1,45363.63636,4,1,1,411,,,,,,,,
59034,9,3,14257.14286,4,1,1,411,,,,,,,,
59041,95,13,692.3076923,1,2,1,121,,,,,,,,
59048,4,41,553.9033457,4,3,1,431,,,,,,,,
59059,20,10,3254.716981,3,1,1,311,,,,,,,,
59064,26,1,900,3,1,1,311,,,,,,,,
59169,38,4,17206.89655,3,1,1,311,,,,,,,,
59202,64,11,9072.727273,2,2,1,221,,,,,,,,
59213,1,14,2520.20202,4,2,1,421,,,,,,,,
59221,16,13,1259.493671,4,2,1,421,,,,,,,,
59229,26,11,5546.296296,3,2,1,321,,,,,,,,
59264,23,0,3000,3,1,1,311,,,,,,,,
59273,83,35,5685.714286,2,3,1,231,,,,,,,,
59281,94,3,3000,1,1,1,111,,,,,,,,
59293,37,6,7187.5,3,1,1,311,,,,,,,,
59322,1,12,2327.48538,4,2,1,421,,,,,,,,
59323,64,10,7950,2,1,1,211,,,,,,,,
59329,2,11,2822.695035,4,2,1,421,,,,,,,,
59342,3,3,4818.181818,4,1,1,411,,,,,,,,
59360,24,11,5445.454545,3,2,1,321,,,,,,,,
59366,1,19,2222.222222,4,2,1,421,,,,,,,,
59428,16,11,1776.785714,4,2,1,421,,,,,,,,
59433,23,18,6806.818182,3,2,1,321,,,,,,,,
59475,33,5,4627.906977,3,1,1,311,,,,,,,,
59497,14,2,85571.42857,4,1,1,411,,,,,,,,
59510,5,21,734.3173432,4,2,1,421,,,,,,,,
59533,0,0,159000,4,1,2,412,,,,,,,,
59549,4,7,2117.021277,4,1,1,411,,,,,,,,
59558,9,27,1871.875,4,3,1,431,,,,,,,,
59559,93,1,23000,1,1,1,111,,,,,,,,
59576,0,0,99000,4,1,2,412,,,,,,,,
59578,37,7,21285.71429,3,1,1,311,,,,,,,,
59602,0,0,45000,4,1,1,411,,,,,,,,
59612,60,6,6218.75,2,1,1,211,,,,,,,,
59634,4,31,486.5525672,4,3,1,431,,,,,,,,
59641,7,9,5872.54902,4,1,1,411,,,,,,,,
59676,52,3,12842.10526,2,1,1,211,,,,,,,,
59680,1,28,1253.768844,4,3,1,431,,,,,,,,
59709,6,11,1089.041096,4,2,1,421,,,,,,,,
59710,0,0,499000,4,1,3,413,,,,,,,,
59722,6,10,1604.83871,4,1,1,411,,,,,,,,
59734,2,39,1167.641326,4,3,1,431,,,,,,,,
59743,6,19,2051.546392,4,2,1,421,,,,,,,,
59801,19,17,2654.255319,3,2,1,321,,,,,,,,
59831,82,5,900,2,1,1,211,,,,,,,,
59877,1,9,5300.884956,4,1,1,411,,,,,,,,
59892,1,5,3553.571429,4,1,1,411,,,,,,,,
59925,2,34,776.119403,4,3,1,431,,,,,,,,
59934,7,18,1188.571429,4,2,1,421,,,,,,,,
59943,0,0,9000,4,1,1,411,,,,,,,,
59972,5,23,1963.934426,4,2,1,421,,,,,,,,
59980,0,0,494000,4,1,3,413,,,,,,,,
59987,6,13,2369.047619,4,2,1,421,,,,,,,,
60013,12,8,2139.784946,4,1,1,411,,,,,,,,
60150,2,24,1951.140065,4,2,1,421,,,,,,,,
60157,2,5,8457.627119,4,1,1,411,,,,,,,,
60162,2,4,4061.22449,4,1,1,411,,,,,,,,
60169,1,55,276.7732962,4,4,1,441,,,,,,,,
60177,2,1,58600,4,1,1,411,,,,,,,,
60188,5,17,1084.444444,4,2,1,421,,,,,,,,
60225,36,37,6678.571429,3,3,1,331,,,,,,,,
60263,58,1,37250,2,1,1,211,,,,,,,,
60267,31,15,5033.613445,3,2,1,321,,,,,,,,
60290,85,1,9000,2,1,1,211,,,,,,,,
60304,87,6,33166.66667,2,1,1,211,,,,,,,,
60307,11,27,638.0368098,4,3,1,431,,,,,,,,
60308,35,3,53000,3,1,1,311,,,,,,,,
60339,5,13,1150.289017,4,2,1,421,,,,,,,,
60352,19,10,1970.29703,3,1,1,311,,,,,,,,
60392,2,20,774.3190661,4,2,1,421,,,,,,,,
60398,82,6,11461.53846,2,1,1,211,,,,,,,,
60399,1,7,1848.837209,4,1,1,411,,,,,,,,
60414,0,0,159000,4,1,2,412,,,,,,,,
60470,72,7,450,2,1,1,211,,,,,,,,
60485,3,10,3000,4,1,1,411,,,,,,,,
60569,6,26,625.7861635,4,3,1,431,,,,,,,,
60575,0,0,599000,4,1,3,413,,,,,,,,
60598,1,39,458.5253456,4,3,1,431,,,,,,,,
60600,2,28,3255.434783,4,3,1,431,,,,,,,,
60614,1,17,1442.028986,4,2,1,421,,,,,,,,
60616,71,9,642.8571429,2,1,1,211,,,,,,,,
60652,90,1,159000,2,1,2,212,,,,,,,,
60661,3,28,436.8131868,4,3,1,431,,,,,,,,
60673,80,9,8833.333333,2,1,1,211,,,,,,,,
60677,22,8,2341.176471,3,1,1,311,,,,,,,,
60679,43,9,3015.151515,3,1,1,311,,,,,,,,
60684,1,31,487.745098,4,3,1,431,,,,,,,,
60692,27,0,3000,3,1,1,311,,,,,,,,
60698,8,8,2341.176471,4,1,1,411,,,,,,,,
60702,5,9,4869.918699,4,1,1,411,,,,,,,,
60706,18,5,3826.923077,4,1,1,411,,,,,,,,
60716,10,9,1877.358491,4,1,1,411,,,,,,,,
60727,1,38,2584.415584,4,3,1,431,,,,,,,,
60750,61,8,49000,2,1,1,211,,,,,,,,
60763,84,5,1800,2,1,1,211,,,,,,,,
60773,8,16,3087.628866,4,2,1,421,,,,,,,,
60830,25,4,18151.51515,3,1,1,311,,,,,,,,
60854,2,10,4064,4,1,1,411,,,,,,,,
60867,1,6,5121.95122,4,1,1,411,,,,,,,,
60895,27,2,9863.636364,3,1,1,311,,,,,,,,
60905,4,25,27.77777778,4,2,1,421,,,,,,,,
60912,56,38,1036.458333,2,3,1,231,,,,,,,,
60918,13,32,452.991453,4,3,1,431,,,,,,,,
60926,6,17,1190.243902,4,2,1,421,,,,,,,,
60938,6,4,6081.632653,4,1,1,411,,,,,,,,
61007,80,13,8000,2,2,1,221,,,,,,,,
61008,38,10,2666.666667,3,1,1,311,,,,,,,,
61028,46,8,3618.181818,3,1,1,311,,,,,,,,
61039,47,3,11411.76471,3,1,1,311,,,,,,,,
61040,19,19,1069.892473,3,2,1,321,,,,,,,,
61044,2,36,11666.66667,4,3,1,431,,,,,,,,
61056,68,19,31526.31579,2,2,1,221,,,,,,,,
61069,84,2,4500,2,1,1,211,,,,,,,,
61077,2,26,947.6190476,4,3,1,431,,,,,,,,
61091,9,23,792.8286853,4,2,1,421,,,,,,,,
61103,33,34,728.9377289,3,3,1,331,,,,,,,,
61147,4,15,1130.681818,4,2,1,421,,,,,,,,
61148,0,0,45000,4,1,1,411,,,,,,,,
61157,15,1,19900,4,1,1,411,,,,,,,,
61185,20,11,1890.909091,3,2,1,321,,,,,,,,
61228,2,47,986.8204283,4,3,1,431,,,,,,,,
61282,16,5,5378.378378,4,1,1,411,,,,,,,,
61295,86,14,14214.28571,2,2,1,221,,,,,,,,
61320,45,18,5544.444444,3,2,1,321,,,,,,,,
61321,1,18,1787.234043,4,2,1,421,,,,,,,,
61383,2,15,3087.628866,4,2,1,421,,,,,,,,
61400,0,0,199000,4,1,2,412,,,,,,,,
61405,0,0,599000,4,1,3,413,,,,,,,,
61412,80,17,529.4117647,2,2,1,221,,,,,,,,
61439,18,7,2802.816901,4,1,1,411,,,,,,,,
61445,39,3,18400,3,1,1,311,,,,,,,,
61485,75,4,1000,2,1,1,211,,,,,,,,
61491,23,11,5815.533981,3,2,1,321,,,,,,,,
61497,75,23,8652.173913,2,2,1,221,,,,,,,,
61499,38,6,12794.87179,3,1,1,311,,,,,,,,
61573,1,34,448.4304933,4,3,1,431,,,,,,,,
61666,12,24,302.238806,4,2,1,421,,,,,,,,
61668,12,7,6316.455696,4,1,1,411,,,,,,,,
61732,51,20,7796.610169,2,2,1,221,,,,,,,,
61790,2,7,7395.061728,4,1,1,411,,,,,,,,
61792,17,3,5300,4,1,1,411,,,,,,,,
61800,33,3,66333.33333,3,1,1,311,,,,,,,,
61826,86,10,1800,2,1,1,211,,,,,,,,
61834,13,19,2852.380952,4,2,1,421,,,,,,,,
61878,8,9,6050.505051,4,1,1,411,,,,,,,,
61899,13,3,2531.25,4,1,1,411,,,,,,,,
61902,37,8,152.5423729,3,1,1,311,,,,,,,,
61938,17,66,900.7518797,4,4,1,441,,,,,,,,
62067,36,2,18090.90909,3,1,1,311,,,,,,,,
62072,46,8,4422.222222,3,1,1,311,,,,,,,,
62104,20,38,1563.968668,3,3,1,331,,,,,,,,
62150,48,71,2154.566745,3,4,1,341,,,,,,,,
62158,10,2,333.3333333,4,1,1,411,,,,,,,,
62195,5,2,7370.37037,4,1,1,411,,,,,,,,
62197,8,12,1442.028986,4,2,1,421,,,,,,,,
62224,68,8,11705.88235,2,1,1,211,,,,,,,,
62225,5,32,1579.220779,4,3,1,431,,,,,,,,
62226,64,4,18090.90909,2,1,1,211,,,,,,,,
62227,10,50,365.1376147,4,3,1,431,,,,,,,,
62238,67,6,24833.33333,2,1,1,211,,,,,,,,
62242,8,3,9324.324324,4,1,1,411,,,,,,,,
62277,31,19,1032.467532,3,2,1,321,,,,,,,,
62296,26,9,4156.626506,3,1,1,311,,,,,,,,
62309,3,18,2838.862559,4,2,1,421,,,,,,,,
62317,25,5,5236.842105,3,1,1,311,,,,,,,,
62330,2,94,703.180212,4,4,1,441,,,,,,,,
62417,8,14,56.96202532,4,2,1,421,,,,,,,,
62421,51,10,3057.692308,2,1,1,211,,,,,,,,
62511,85,3,49666.66667,2,1,1,211,,,,,,,,
62523,33,18,1554.6875,3,2,1,321,,,,,,,,
62539,26,22,1020.512821,3,2,1,321,,,,,,,,
62561,5,11,477.2727273,4,2,1,421,,,,,,,,
62598,26,5,8414.634146,3,1,1,311,,,,,,,,
62610,1,8,5544.444444,4,1,1,411,,,,,,,,
62641,66,21,3301.587302,2,2,1,221,,,,,,,,
62664,11,6,10890.90909,4,1,1,411,,,,,,,,
62698,16,6,152.5423729,4,1,1,411,,,,,,,,
62701,12,4,4061.22449,4,1,1,411,,,,,,,,
62708,5,34,1932.038835,4,3,1,431,,,,,,,,
62729,1,17,961.352657,4,2,1,421,,,,,,,,
62730,79,4,2250,2,1,1,211,,,,,,,,
62749,2,15,164.6341463,4,2,1,421,,,,,,,,
62759,0,0,199000,4,1,2,412,,,,,,,,
62819,84,9,22111.11111,2,1,1,211,,,,,,,,
62826,1,13,3261.437908,4,2,1,421,,,,,,,,
62853,76,12,16583.33333,2,2,1,221,,,,,,,,
62860,70,2,14400,2,1,1,211,,,,,,,,
62864,1,11,1507.575758,4,2,1,421,,,,,,,,
62872,0,0,599000,4,1,3,413,,,,,,,,
62878,6,1,85571.42857,4,1,1,411,,,,,,,,
62915,41,6,5102.564103,3,1,1,311,,,,,,,,
62920,42,6,18151.51515,3,1,1,311,,,,,,,,
62951,1,28,469.0265487,4,3,1,431,,,,,,,,
63008,0,0,199000,4,1,2,412,,,,,,,,
63018,1,4,9300,4,1,1,411,,,,,,,,
63060,44,12,3253.333333,3,2,1,321,,,,,,,,
63120,67,8,39933.33333,2,1,1,211,,,,,,,,
63139,4,5,2614.035088,4,1,1,411,,,,,,,,
63145,79,7,1285.714286,2,1,1,211,,,,,,,,
63184,1,35,792.7710843,4,3,1,431,,,,,,,,
63204,53,2,22111.11111,2,1,1,211,,,,,,,,
63205,26,4,4966.666667,3,1,1,311,,,,,,,,
63213,1,11,5786.259542,4,2,1,421,,,,,,,,
63229,4,15,1137.142857,4,2,1,421,,,,,,,,
63263,6,3,1421.052632,4,1,1,411,,,,,,,,
63283,5,28,2468.646865,4,3,1,431,,,,,,,,
63284,36,10,9661.290323,3,1,1,311,,,,,,,,
63304,39,22,1019.230769,3,2,1,321,,,,,,,,
63324,37,23,26043.47826,3,2,1,321,,,,,,,,
63360,3,3,6030.30303,4,1,1,411,,,,,,,,
63367,56,57,79.29515419,2,4,1,241,,,,,,,,
63386,5,2,7370.37037,4,1,1,411,,,,,,,,
63387,0,0,9000,4,1,1,411,,,,,,,,
63401,35,17,4264.957265,3,2,1,321,,,,,,,,
63413,0,0,599000,4,1,3,413,,,,,,,,
63428,77,8,62375,2,1,1,211,,,,,,,,
63429,40,6,5333.333333,3,1,1,311,,,,,,,,
63445,49,11,473.6842105,3,2,1,321,,,,,,,,
63473,1,22,588.8888889,4,2,1,421,,,,,,,,
63496,7,3,1607.142857,4,1,1,411,,,,,,,,
63521,0,0,90000,4,1,1,411,,,,,,,,
63570,6,10,1472.222222,4,1,1,411,,,,,,,,
63719,18,15,4372.262774,4,2,1,421,,,,,,,,
63763,31,1,22111.11111,3,1,1,311,,,,,,,,
63764,80,2,4500,2,1,1,211,,,,,,,,
63776,10,5,3826.923077,4,1,1,411,,,,,,,,
63784,38,4,22185.18519,3,1,1,311,,,,,,,,
63808,6,23,780.3921569,4,2,1,421,,,,,,,,
63898,76,43,14139.53488,2,3,1,231,,,,,,,,
63977,80,3,3000,2,1,1,211,,,,,,,,
63993,17,6,11055.55556,4,1,1,411,,,,,,,,
64075,4,11,4193.277311,4,2,1,421,,,,,,,,
64078,3,7,2726.027397,4,1,1,411,,,,,,,,
64090,7,3,9655.172414,4,1,1,411,,,,,,,,
64122,24,14,1776.785714,3,2,1,321,,,,,,,,
64130,2,16,1150.289017,4,2,1,421,,,,,,,,
64134,79,1,9000,2,1,1,211,,,,,,,,
64171,60,16,12224.4898,2,2,1,221,,,,,,,,
64205,5,25,1847.272727,4,2,1,421,,,,,,,,
64254,3,2,375,4,1,1,411,,,,,,,,
64290,65,32,9359.375,2,3,1,231,,,,,,,,
64304,16,3,7870.967742,4,1,1,411,,,,,,,,
64305,2,13,186.2068966,4,2,1,421,,,,,,,,
64310,79,2,4500,2,1,1,211,,,,,,,,
64362,78,14,14214.28571,2,2,1,221,,,,,,,,
64372,15,3,19322.58065,4,1,1,411,,,,,,,,
64380,3,9,2094.736842,4,1,1,411,,,,,,,,
64393,25,4,14676.47059,3,1,1,311,,,,,,,,
64447,3,27,2023.648649,4,3,1,431,,,,,,,,
64479,1,12,4606.060606,4,2,1,421,,,,,,,,
64484,4,7,3050,4,1,1,411,,,,,,,,
64486,1,45,403.6511156,4,3,1,431,,,,,,,,
64493,18,7,10327.58621,4,1,1,411,,,,,,,,
64515,76,8,24875,2,1,1,211,,,,,,,,
64538,5,15,3940.789474,4,2,1,421,,,,,,,,
64587,1,27,2030.508475,4,3,1,431,,,,,,,,
64610,4,24,2485.477178,4,2,1,421,,,,,,,,
64630,6,10,4663.551402,4,1,1,411,,,,,,,,
64654,1,28,4218.309859,4,3,1,431,,,,,,,,
64658,1,19,2907.76699,4,2,1,421,,,,,,,,
64684,24,1,1000,3,1,1,311,,,,,,,,
64710,4,14,3915.03268,4,2,1,421,,,,,,,,
64728,17,10,2308.510638,4,1,1,411,,,,,,,,
64732,63,9,66555.55556,2,1,1,211,,,,,,,,
64754,68,4,55444.44444,2,1,1,211,,,,,,,,
64780,1,13,3394.557823,4,2,1,421,,,,,,,,
64792,77,1,199000,2,1,2,212,,,,,,,,
64814,64,8,13562.5,2,1,1,211,,,,,,,,
64823,48,14,2926.470588,3,2,1,321,,,,,,,,
64827,8,4,16638.88889,4,1,1,411,,,,,,,,
64839,18,15,4470.149254,4,2,1,421,,,,,,,,
64863,52,11,6030.30303,2,2,1,221,,,,,,,,
64865,24,2,9950,3,1,1,311,,,,,,,,
64937,6,61,747.005988,4,4,1,441,,,,,,,,
64969,56,18,16638.88889,2,2,1,221,,,,,,,,
65017,10,3,12727.27273,4,1,1,411,,,,,,,,
65027,3,17,3220.430108,4,2,1,421,,,,,,,,
65032,45,3,642.8571429,3,1,1,311,,,,,,,,
65082,11,12,1913.461538,4,2,1,421,,,,,,,,
65126,62,8,24250,2,1,1,211,,,,,,,,
65137,13,2,6772.727273,4,1,1,411,,,,,,,,
65141,44,8,4853.658537,3,1,1,311,,,,,,,,
65146,8,14,1442.028986,4,2,1,421,,,,,,,,
65147,18,7,3316.666667,4,1,1,411,,,,,,,,
65151,4,18,798.9949749,4,2,1,421,,,,,,,,
65210,0,0,177000,4,1,2,412,,,,,,,,
65232,2,20,888.3928571,4,2,1,421,,,,,,,,
65238,44,15,6653.333333,3,2,1,321,,,,,,,,
65250,2,16,3042.682927,4,2,1,421,,,,,,,,
65286,25,1,49900,3,1,1,311,,,,,,,,
65311,0,0,599000,4,1,3,413,,,,,,,,
65326,27,12,4207.317073,3,2,1,321,,,,,,,,
65343,1,29,571.4285714,4,3,1,431,,,,,,,,
65348,73,49,12408.16327,2,3,1,231,,,,,,,,
65379,4,6,9819.672131,4,1,1,411,,,,,,,,
65435,62,36,2802.816901,2,3,1,231,,,,,,,,
65489,3,7,2842.857143,4,1,1,411,,,,,,,,
65502,1,31,580.1749271,4,3,1,431,,,,,,,,
65587,49,22,2235.955056,3,2,1,321,,,,,,,,
65657,66,8,29352.94118,2,1,1,211,,,,,,,,
65685,68,8,18625,2,1,1,211,,,,,,,,
65712,2,12,68.18181818,4,2,1,421,,,,,,,,
65724,66,14,11357.14286,2,2,1,221,,,,,,,,
65772,12,10,12479.16667,4,1,1,411,,,,,,,,
65812,0,0,9000,4,1,1,411,,,,,,,,
65826,50,18,11092.59259,3,2,1,321,,,,,,,,
65833,70,12,750,2,2,1,221,,,,,,,,
65837,57,10,7450,2,1,1,211,,,,,,,,
65881,1,45,398,4,3,1,431,,,,,,,,
65903,1,9,2261.363636,4,1,1,411,,,,,,,,
65980,73,4,2250,2,1,1,211,,,,,,,,
66006,0,0,46000,4,1,1,411,,,,,,,,
66038,9,19,2254.901961,4,2,1,421,,,,,,,,
66068,3,14,1463.235294,4,2,1,421,,,,,,,,
66074,35,6,375,3,1,1,311,,,,,,,,
66152,7,8,2802.816901,4,1,1,411,,,,,,,,
66158,8,10,1558.823529,4,1,1,411,,,,,,,,
66160,1,39,391.6083916,4,3,1,431,,,,,,,,
66205,1,16,1163.74269,4,2,1,421,,,,,,,,
66229,3,19,1317.880795,4,2,1,421,,,,,,,,
66233,0,0,45000,4,1,1,411,,,,,,,,
66243,46,5,428.5714286,3,1,1,311,,,,,,,,
66247,52,9,321.4285714,2,1,1,211,,,,,,,,
66264,33,6,5473.684211,3,1,1,311,,,,,,,,
66268,0,0,45000,4,1,1,411,,,,,,,,
66321,0,0,393000,4,1,2,412,,,,,,,,
66372,5,9,2341.176471,4,1,1,411,,,,,,,,
66427,48,2,122000,3,1,2,312,,,,,,,,
66449,43,1,599000,3,1,3,313,,,,,,,,
66457,3,2,99500,4,1,2,412,,,,,,,,
66467,71,10,900,2,1,1,211,,,,,,,,
66485,3,15,3417.808219,4,2,1,421,,,,,,,,
66491,2,28,1794.964029,4,3,1,431,,,,,,,,
66523,21,4,22185.18519,3,1,1,311,,,,,,,,
66537,21,12,3556.701031,3,2,1,321,,,,,,,,
66569,4,25,792.8286853,4,2,1,421,,,,,,,,
66601,5,13,1728.26087,4,2,1,421,,,,,,,,
66613,68,11,54454.54545,2,2,1,221,,,,,,,,
66624,71,1,23000,2,1,1,211,,,,,,,,
66653,19,7,4745.762712,3,1,1,311,,,,,,,,
66655,70,3,3000,2,1,1,211,,,,,,,,
66673,5,54,293.3579336,4,4,1,441,,,,,,,,
66701,6,10,2030.612245,4,1,1,411,,,,,,,,
66719,42,4,562.5,3,1,1,311,,,,,,,,
66726,2,14,4188.811189,4,2,1,421,,,,,,,,
66777,2,6,3491.22807,4,1,1,411,,,,,,,,
66840,4,28,1484.09894,4,3,1,431,,,,,,,,
66858,46,4,11705.88235,3,1,1,311,,,,,,,,
66863,5,16,1259.493671,4,2,1,421,,,,,,,,
66870,20,3,346.1538462,3,1,1,311,,,,,,,,
66881,39,8,5102.564103,3,1,1,311,,,,,,,,
66893,1,31,644.012945,4,3,1,431,,,,,,,,
66937,66,11,818.1818182,2,2,1,221,,,,,,,,
66986,17,6,18718.75,4,1,1,411,,,,,,,,
66988,5,22,917.0506912,4,2,1,421,,,,,,,,
67021,2,31,641.9354839,4,3,1,431,,,,,,,,
67065,37,9,4522.727273,3,1,1,311,,,,,,,,
67119,14,6,11880.95238,4,1,1,411,,,,,,,,
67132,18,11,2186.813187,4,2,1,421,,,,,,,,
67200,8,8,8681.15942,4,1,1,411,,,,,,,,
67295,35,11,3491.22807,3,2,1,321,,,,,,,,
67313,69,1,9000,2,1,1,211,,,,,,,,
67387,38,4,7571.428571,3,1,1,311,,,,,,,,
67395,33,10,1200,3,1,1,311,,,,,,,,
67397,11,17,1143.884892,4,2,1,421,,,,,,,,
67429,4,12,4193.277311,4,2,1,421,,,,,,,,
67437,35,11,18151.51515,3,2,1,321,,,,,,,,
67442,2,7,3015.151515,4,1,1,411,,,,,,,,
67463,67,10,34500,2,1,1,211,,,,,,,,
67470,2,7,2763.888889,4,1,1,411,,,,,,,,
67498,3,5,4094.339623,4,1,1,411,,,,,,,,
67523,48,67,44.55445545,3,4,1,341,,,,,,,,
67528,2,3,1090.909091,4,1,1,411,,,,,,,,
67532,44,3,28750,3,1,1,311,,,,,,,,
67572,1,12,5208.695652,4,2,1,421,,,,,,,,
67585,2,8,7794.871795,4,1,1,411,,,,,,,,
67603,49,1,9000,3,1,1,311,,,,,,,,
67615,0,0,9000,4,1,1,411,,,,,,,,
67634,47,14,3431.034483,3,2,1,321,,,,,,,,
67730,8,10,134.3283582,4,1,1,411,,,,,,,,
67761,61,6,24833.33333,2,1,1,211,,,,,,,,
67829,4,4,6218.75,4,1,1,411,,,,,,,,
67896,9,64,347.2949389,4,4,1,441,,,,,,,,
67914,57,8,24875,2,1,1,211,,,,,,,,
67920,56,10,7950,2,1,1,211,,,,,,,,
67966,1,21,2387.559809,4,2,1,421,,,,,,,,
67998,58,2,249500,2,1,2,212,,,,,,,,
68056,25,26,3219.354839,3,3,1,331,,,,,,,,
68059,0,0,9000,4,1,1,411,,,,,,,,
68080,7,12,1776.785714,4,2,1,421,,,,,,,,
68104,68,13,692.3076923,2,2,1,221,,,,,,,,
68109,3,8,5185.185185,4,1,1,411,,,,,,,,
68112,0,0,599000,4,1,3,413,,,,,,,,
68209,1,34,1035.714286,4,3,1,431,,,,,,,,
68240,1,17,3462.427746,4,2,1,421,,,,,,,,
68303,67,19,31526.31579,2,2,1,221,,,,,,,,
68401,1,34,592.2619048,4,3,1,431,,,,,,,,
68406,45,20,227.8481013,3,2,1,321,,,,,,,,
68444,26,16,5365.591398,3,2,1,321,,,,,,,,
68482,13,14,1792.792793,4,2,1,421,,,,,,,,
68488,2,29,688.5813149,4,3,1,431,,,,,,,,
68508,4,25,792.8286853,4,2,1,421,,,,,,,,
68536,21,5,17617.64706,3,1,1,311,,,,,,,,
68547,7,7,3015.151515,4,1,1,411,,,,,,,,
68574,2,13,3868.217054,4,2,1,421,,,,,,,,
68608,67,4,2250,2,1,1,211,,,,,,,,
68674,2,16,1401.408451,4,2,1,421,,,,,,,,
68682,1,26,1627.906977,4,3,1,431,,,,,,,,
68684,20,11,7986.666667,3,2,1,321,,,,,,,,
68709,2,11,6655.555556,4,2,1,421,,,,,,,,
68712,67,2,4500,2,1,1,211,,,,,,,,
68739,4,3,10615.38462,4,1,1,411,,,,,,,,
68788,18,38,597.7443609,4,3,1,431,,,,,,,,
68797,5,17,1552.238806,4,2,1,421,,,,,,,,
68831,65,7,22714.28571,2,1,1,211,,,,,,,,
68864,15,15,1691.056911,4,2,1,421,,,,,,,,
68868,13,20,1243.75,4,2,1,421,,,,,,,,
68897,5,12,5396.396396,4,2,1,421,,,,,,,,
68944,53,2,49750,2,1,1,211,,,,,,,,
68957,38,16,2038.461538,3,2,1,321,,,,,,,,
69018,8,10,3285.714286,4,1,1,411,,,,,,,,
69201,14,21,4074.829932,4,2,1,421,,,,,,,,
69228,11,11,2235.955056,4,2,1,421,,,,,,,,
69245,9,9,6237.5,4,1,1,411,,,,,,,,
69254,35,6,15333.33333,3,1,1,311,,,,,,,,
69276,7,6,3685.185185,4,1,1,411,,,,,,,,
69280,21,7,5957.446809,3,1,1,311,,,,,,,,
69284,0,0,149000,4,1,2,412,,,,,,,,
69294,1,55,359.7285068,4,4,1,441,,,,,,,,
69309,22,8,8603.448276,3,1,1,311,,,,,,,,
69310,2,12,4264.957265,4,2,1,421,,,,,,,,
69325,5,32,690.9722222,4,3,1,431,,,,,,,,
69335,2,91,2186.813187,4,4,1,441,,,,,,,,
69388,2,4,13486.48649,4,1,1,411,,,,,,,,
69409,53,7,2571.428571,2,1,1,211,,,,,,,,
69422,4,4,5473.684211,4,1,1,411,,,,,,,,
69439,42,9,21392.85714,3,1,1,311,,,,,,,,
69441,5,52,1142.553191,4,4,1,441,,,,,,,,
69445,21,14,107.1428571,3,2,1,321,,,,,,,,
69496,2,23,975.4901961,4,2,1,421,,,,,,,,
69525,2,10,5670.454545,4,1,1,411,,,,,,,,
69526,1,20,985.1485149,4,2,1,421,,,,,,,,
69608,0,0,280000,4,1,2,412,,,,,,,,
69611,62,8,6750,2,1,1,211,,,,,,,,
69638,1,14,4159.722222,4,2,1,421,,,,,,,,
69643,14,14,2094.736842,4,2,1,421,,,,,,,,
69738,3,59,1119.626168,4,4,1,441,,,,,,,,
69760,42,7,7950,3,1,1,311,,,,,,,,
69798,29,2,74875,3,1,1,311,,,,,,,,
69812,61,12,750,2,2,1,221,,,,,,,,
