user_id,recency,frequency,monetary,R,F,M,RFM,,,R,F,M,#,segment,propotion
50248,124,8,1125,1,1,1,111,,,,,,,,
50261,3,3,11315.78947,4,1,1,411,,,,,,,,
50278,7,13,1191.616766,4,2,1,421,,,,,,,,
50281,85,7,9636.363636,2,1,1,211,,,,,,,,
50310,49,7,2584.415584,3,1,1,311,,,,,,,,
50321,17,13,2866.028708,4,2,1,421,,,,,,,,
50348,23,7,2618.421053,3,1,1,311,,,,,,,,
50349,7,13,2735.159817,4,2,1,421,,,,,,,,
50362,23,16,808.9430894,3,2,1,321,,,,,,,,
50379,79,3,500,2,1,1,211,,,,,,,,
50404,108,19,3553.571429,1,2,1,121,,,,,,,,
50408,112,10,7842.105263,1,1,1,111,,,,,,,,
50409,87,6,264.7058824,2,1,1,211,,,,,,,,
50410,5,9,1283.870968,4,1,1,411,,,,,,,,
50427,100,1,2250,1,1,1,111,,,,,,,,
50438,4,19,1757.225434,4,2,1,421,,,,,,,,
50465,20,8,3262.295082,3,1,1,311,,,,,,,,
50470,0,0,9000,4,1,1,411,,,,,,,,
50478,105,22,11604.65116,1,2,1,121,,,,,,,,
50480,86,3,11055.55556,2,1,1,211,,,,,,,,
50491,122,8,3375,1,1,1,111,,,,,,,,
50494,124,1,9000,1,1,1,111,,,,,,,,
50501,90,2,14363.63636,2,1,1,211,,,,,,,,
50511,7,13,1533.333333,4,2,1,421,,,,,,,,
50546,93,9,16638.88889,1,1,1,111,,,,,,,,
50553,83,12,2726.027397,2,2,1,221,,,,,,,,
50558,1,26,1342.733189,4,3,1,431,,,,,,,,
50564,1,17,2620.12987,4,2,1,421,,,,,,,,
50565,3,3,15647.05882,4,1,1,411,,,,,,,,
50566,1,9,1292.207792,4,1,1,411,,,,,,,,
50594,3,31,1071.556351,4,3,1,431,,,,,,,,
50599,10,4,8094.594595,4,1,1,411,,,,,,,,
50621,12,25,1000,4,2,1,421,,,,,,,,
50628,54,6,6218.75,2,1,1,211,,,,,,,,
50642,15,26,1185.273159,4,3,1,431,,,,,,,,
50654,32,5,2409.090909,3,1,1,311,,,,,,,,
50685,48,76,238.8955582,3,4,1,341,,,,,,,,
50695,122,2,74500,1,1,1,111,,,,,,,,
50697,18,21,639.8713826,4,2,1,421,,,,,,,,
50700,105,13,8846.153846,1,2,1,121,,,,,,,,
50710,58,10,1656.25,2,1,1,211,,,,,,,,
50731,58,11,1792.792793,2,2,1,221,,,,,,,,
50757,54,13,1566.929134,2,2,1,221,,,,,,,,
50782,0,0,9000,4,1,1,411,,,,,,,,
50785,19,15,888.3928571,3,2,1,321,,,,,,,,
50816,4,18,1614.886731,4,2,1,421,,,,,,,,
50823,2,11,2223.463687,4,2,1,421,,,,,,,,
50860,97,10,12794.87179,1,1,1,111,,,,,,,,
50876,0,0,599000,4,1,3,413,,,,,,,,
50922,37,6,2584.415584,3,1,1,311,,,,,,,,
50934,2,16,2454.545455,4,2,1,421,,,,,,,,
50950,13,2,221500,4,1,2,412,,,,,,,,
50963,24,6,15763.15789,3,1,1,311,,,,,,,,
51010,1,14,1769.565217,4,2,1,421,,,,,,,,
51017,117,5,9000,1,1,1,111,,,,,,,,
51028,1,28,3149.473684,4,3,1,431,,,,,,,,
51036,0,0,199000,4,1,2,412,,,,,,,,
51041,36,25,621.875,3,2,1,321,,,,,,,,
51046,51,4,4627.906977,2,1,1,211,,,,,,,,
51059,97,2,21285.71429,1,1,1,111,,,,,,,,
51060,77,6,4422.222222,2,1,1,211,,,,,,,,
51068,104,6,750,1,1,1,111,,,,,,,,
51094,37,4,6023.809524,3,1,1,311,,,,,,,,
51134,121,2,299500,1,1,2,112,,,,,,,,
51140,121,2,22500,1,1,1,111,,,,,,,,
51173,2,3,13357.14286,4,1,1,411,,,,,,,,
51191,28,2,750,3,1,1,311,,,,,,,,
51194,0,0,9000,4,1,1,411,,,,,,,,
51201,10,23,2150.943396,4,2,1,421,,,,,,,,
51211,7,5,548.7804878,4,1,1,411,,,,,,,,
51220,116,14,14857.14286,1,2,1,121,,,,,,,,
51242,116,15,600,1,2,1,121,,,,,,,,
51244,28,10,1111.111111,3,1,1,311,,,,,,,,
51256,13,1,59000,4,1,1,411,,,,,,,,
51284,9,11,1105.555556,4,2,1,421,,,,,,,,
51301,1,17,3139.931741,4,2,1,421,,,,,,,,
51316,8,46,1110.204082,4,3,1,431,,,,,,,,
51362,1,7,561.9834711,4,1,1,411,,,,,,,,
51365,0,0,99000,4,1,2,412,,,,,,,,
51369,15,18,2186.813187,4,2,1,421,,,,,,,,
51370,79,21,1500,2,2,1,221,,,,,,,,
51373,0,0,180000,4,1,2,412,,,,,,,,
51377,109,5,1800,1,1,1,111,,,,,,,,
51382,4,6,7405.940594,4,1,1,411,,,,,,,,
51383,1,18,2211.726384,4,2,1,421,,,,,,,,
51488,28,10,5283.687943,3,1,1,311,,,,,,,,
51489,42,37,1490.196078,3,3,1,331,,,,,,,,
51523,3,34,742.5373134,4,3,1,431,,,,,,,,
51555,62,1,29800,2,1,1,211,,,,,,,,
51562,115,52,3826.923077,1,4,1,141,,,,,,,,
51582,118,2,4500,1,1,1,111,,,,,,,,
51586,1,5,3754.716981,4,1,1,411,,,,,,,,
51599,1,14,861.4718615,4,2,1,421,,,,,,,,
51616,1,55,853.4759358,4,4,1,441,,,,,,,,
51649,85,12,16583.33333,2,2,1,221,,,,,,,,
51658,8,13,1184.52381,4,2,1,421,,,,,,,,
51670,114,29,20655.17241,1,3,1,131,,,,,,,,
51702,1,20,1177.514793,4,2,1,421,,,,,,,,
51713,3,10,3482.55814,4,1,1,411,,,,,,,,
51716,75,4,29920,2,1,1,211,,,,,,,,
51728,118,7,85571.42857,1,1,1,111,,,,,,,,
51730,58,4,14214.28571,2,1,1,211,,,,,,,,
51798,3,30,391.7322835,4,3,1,431,,,,,,,,
51803,109,13,692.3076923,1,2,1,121,,,,,,,,
51816,6,19,1926.045016,4,2,1,421,,,,,,,,
51828,100,1,37250,1,1,1,111,,,,,,,,
51833,47,5,3170.212766,3,1,1,311,,,,,,,,
51836,60,9,1915.662651,2,1,1,211,,,,,,,,
51846,118,10,900,1,1,1,111,,,,,,,,
51847,4,12,2965.346535,4,2,1,421,,,,,,,,
51854,16,11,3652.439024,4,2,1,421,,,,,,,,
51857,2,38,623.8244514,4,3,1,431,,,,,,,,
51862,86,22,5495.412844,2,2,1,221,,,,,,,,
51937,27,7,112.5,3,1,1,311,,,,,,,,
51938,1,21,4131.034483,4,2,1,421,,,,,,,,
51976,18,4,2890.909091,4,1,1,411,,,,,,,,
51998,76,4,2250,2,1,1,211,,,,,,,,
52011,2,5,2689.189189,4,1,1,411,,,,,,,,
52016,30,3,264.7058824,3,1,1,311,,,,,,,,
52043,0,0,45000,4,1,1,411,,,,,,,,
52047,87,5,5518.518519,2,1,1,211,,,,,,,,
52051,99,11,8818.181818,1,2,1,121,,,,,,,,
52073,36,8,6655.555556,3,1,1,311,,,,,,,,
52074,5,16,2061.728395,4,2,1,421,,,,,,,,
52091,4,8,4404.411765,4,1,1,411,,,,,,,,
52098,59,1,750,2,1,1,211,,,,,,,,
52126,3,7,1761.061947,4,1,1,411,,,,,,,,
52130,44,5,5781.818182,3,1,1,311,,,,,,,,
52133,54,1,29800,2,1,1,211,,,,,,,,
52136,29,18,2188.596491,3,2,1,321,,,,,,,,
52148,2,14,854.0772532,4,2,1,421,,,,,,,,
52155,1,23,23.4375,4,2,1,421,,,,,,,,
52158,7,1,8315.789474,4,1,1,411,,,,,,,,
52202,99,20,8700,1,2,1,121,,,,,,,,
52207,116,5,1800,1,1,1,111,,,,,,,,
52237,5,6,2101.010101,4,1,1,411,,,,,,,,
52248,96,2,28428.57143,1,1,1,111,,,,,,,,
52288,113,2,99500,1,1,2,112,,,,,,,,
52298,1,11,2355.029586,4,2,1,421,,,,,,,,
52317,12,15,2650.442478,4,2,1,421,,,,,,,,
52343,55,14,8436.619718,2,2,1,221,,,,,,,,
52356,108,8,74875,1,1,1,111,,,,,,,,
52376,1,44,534.2281879,4,3,1,431,,,,,,,,
52422,0,0,63000,4,1,1,411,,,,,,,,
52448,0,0,599000,4,1,3,413,,,,,,,,
52471,9,8,6820.512821,4,1,1,411,,,,,,,,
52484,98,19,4736.842105,1,2,1,121,,,,,,,,
52500,73,1,2250,2,1,1,211,,,,,,,,
52502,12,2,57857.14286,4,1,1,411,,,,,,,,
52526,0,0,199000,4,1,2,412,,,,,,,,
52531,87,15,3262.295082,2,2,1,221,,,,,,,,
52551,6,7,1825.688073,4,1,1,411,,,,,,,,
52564,103,3,199666.6667,1,1,2,112,,,,,,,,
52572,7,17,2251.879699,4,2,1,421,,,,,,,,
52587,62,7,11519.23077,2,1,1,211,,,,,,,,
52605,27,2,28523.80952,3,1,1,311,,,,,,,,
52623,44,7,2849.315068,3,1,1,311,,,,,,,,
52693,7,12,2212.765957,4,2,1,421,,,,,,,,
52705,85,4,6772.727273,2,1,1,211,,,,,,,,
52706,4,56,1344.097996,4,4,1,441,,,,,,,,
52733,29,16,985.1485149,3,2,1,321,,,,,,,,
52750,80,8,24875,2,1,1,211,,,,,,,,
52776,79,4,16555.55556,2,1,1,211,,,,,,,,
52779,61,11,1164.705882,2,2,1,221,,,,,,,,
52811,42,0,4500,3,1,1,311,,,,,,,,
52827,3,29,845.0106157,4,3,1,431,,,,,,,,
52888,82,10,5102.564103,2,1,1,211,,,,,,,,
52899,30,2,13800,3,1,1,311,,,,,,,,
52900,39,2,26043.47826,3,1,1,311,,,,,,,,
52905,32,5,10696.42857,3,1,1,311,,,,,,,,
52915,89,13,30615.38462,2,2,1,221,,,,,,,,
52941,9,14,2650.442478,4,2,1,421,,,,,,,,
52959,70,32,238.9380531,2,3,1,231,,,,,,,,
52976,0,0,9000,4,1,1,411,,,,,,,,
53000,42,6,5732.394366,3,1,1,311,,,,,,,,
53009,23,2,9937.5,3,1,1,311,,,,,,,,
53043,63,1,1800,2,1,1,211,,,,,,,,
53056,18,5,123.2876712,4,1,1,411,,,,,,,,
53077,26,1,41583.33333,3,1,1,311,,,,,,,,
53090,0,0,27000,4,1,1,411,,,,,,,,
53091,45,8,7047.058824,3,1,1,311,,,,,,,,
53093,6,9,4218.309859,4,1,1,411,,,,,,,,
53236,83,11,7370.37037,2,2,1,221,,,,,,,,
53249,3,8,4121.95122,4,1,1,411,,,,,,,,
53251,92,6,782.6086957,1,1,1,111,,,,,,,,
53265,98,9,5730.769231,1,1,1,111,,,,,,,,
53280,67,5,12437.5,2,1,1,211,,,,,,,,
53292,78,25,1067.114094,2,2,1,221,,,,,,,,
53301,25,5,12479.16667,3,1,1,311,,,,,,,,
53315,112,2,4500,1,1,1,111,,,,,,,,
53322,6,27,977.8869779,4,3,1,431,,,,,,,,
53355,103,14,642.8571429,1,2,1,121,,,,,,,,
53367,50,2,642.8571429,3,1,1,311,,,,,,,,
53372,0,0,149000,4,1,2,412,,,,,,,,
53385,0,0,18000,4,1,1,411,,,,,,,,
53400,78,21,262.1359223,2,2,1,221,,,,,,,,
53405,25,6,2178.082192,3,1,1,311,,,,,,,,
53411,0,0,149000,4,1,2,412,,,,,,,,
53442,44,2,13250,3,1,1,311,,,,,,,,
53460,113,7,1285.714286,1,1,1,111,,,,,,,,
53462,14,5,2567.901235,4,1,1,411,,,,,,,,
53476,23,19,1177.514793,3,2,1,321,,,,,,,,
53483,3,15,2538.135593,4,2,1,421,,,,,,,,
53507,22,3,14975,3,1,1,311,,,,,,,,
53510,2,25,1078.590786,4,2,1,421,,,,,,,,
53511,59,4,375,2,1,1,211,,,,,,,,
53528,1,24,1584.656085,4,2,1,421,,,,,,,,
53533,62,2,38384.61538,2,1,1,211,,,,,,,,
53536,1,37,1001.672241,4,3,1,431,,,,,,,,
53561,0,0,158000,4,1,2,412,,,,,,,,
53570,4,21,1751.461988,4,2,1,421,,,,,,,,
53571,49,12,1895.238095,3,2,1,321,,,,,,,,
53579,15,16,861.4718615,4,2,1,421,,,,,,,,
53593,59,12,6050.505051,2,2,1,221,,,,,,,,
53648,2,19,1990.033223,4,2,1,421,,,,,,,,
53651,84,3,1500,2,1,1,211,,,,,,,,
53687,110,5,3600,1,1,1,111,,,,,,,,
53691,98,4,750,1,1,1,111,,,,,,,,
53693,75,13,4461.538462,2,2,1,221,,,,,,,,
53725,0,0,149000,4,1,2,412,,,,,,,,
53728,14,4,10508.77193,4,1,1,411,,,,,,,,
53739,0,0,9000,4,1,1,411,,,,,,,,
53747,55,1,818.1818182,2,1,1,211,,,,,,,,
53748,105,12,24083.33333,1,2,1,121,,,,,,,,
53779,2,19,1300.653595,4,2,1,421,,,,,,,,
53806,11,6,7679.487179,4,1,1,411,,,,,,,,
53826,2,17,2585.185185,4,2,1,421,,,,,,,,
53852,22,11,2822.695035,3,2,1,321,,,,,,,,
53861,86,6,5960,2,1,1,211,,,,,,,,
53875,7,15,4372.262774,4,2,1,421,,,,,,,,
53883,4,15,2410.628019,4,2,1,421,,,,,,,,
53884,1,17,3184.90566,4,2,1,421,,,,,,,,
53887,50,11,181.8181818,3,2,1,321,,,,,,,,
53889,2,12,4675,4,2,1,421,,,,,,,,
53915,14,11,1947.712418,4,2,1,421,,,,,,,,
53932,0,0,9000,4,1,1,411,,,,,,,,
53942,67,4,27227.27273,2,1,1,211,,,,,,,,
53955,78,9,7404.255319,2,1,1,211,,,,,,,,
53965,22,20,1542.635659,3,2,1,321,,,,,,,,
53967,9,6,2285.714286,4,1,1,411,,,,,,,,
53971,13,13,1168.539326,4,2,1,421,,,,,,,,
53986,111,2,4500,1,1,1,111,,,,,,,,
53997,0,0,45000,4,1,1,411,,,,,,,,
54009,0,0,199000,4,1,2,412,,,,,,,,
54012,0,0,199000,4,1,2,412,,,,,,,,
54063,86,2,4500,2,1,1,211,,,,,,,,
54069,92,56,1761.061947,1,4,1,141,,,,,,,,
54079,55,16,2613.636364,2,2,1,221,,,,,,,,
54086,3,82,485.4132901,4,4,1,441,,,,,,,,
54093,109,3,15000,1,1,1,111,,,,,,,,
54104,4,34,744.0585009,4,3,1,431,,,,,,,,
54113,104,29,310.3448276,1,3,1,131,,,,,,,,
54114,74,2,2769.230769,2,1,1,211,,,,,,,,
54123,18,3,243.2432432,4,1,1,411,,,,,,,,
54130,73,1,239600,2,1,2,212,,,,,,,,
54144,26,4,375,3,1,1,311,,,,,,,,
54162,43,2,9950,3,1,1,311,,,,,,,,
54227,43,0,3000,3,1,1,311,,,,,,,,
54237,98,6,692.3076923,1,1,1,111,,,,,,,,
54239,23,3,5236.842105,3,1,1,311,,,,,,,,
54295,1,31,1210.10101,4,3,1,431,,,,,,,,
54301,110,6,9000,1,1,1,111,,,,,,,,
54304,27,24,2475.206612,3,2,1,321,,,,,,,,
54327,92,9,333.3333333,1,1,1,111,,,,,,,,
54339,37,4,25489.3617,3,1,1,311,,,,,,,,
54363,80,4,900,2,1,1,211,,,,,,,,
54393,2,5,4853.658537,4,1,1,411,,,,,,,,
54406,2,16,36.14457831,4,2,1,421,,,,,,,,
54408,42,5,2811.320755,3,1,1,311,,,,,,,,
54423,15,6,7231.884058,4,1,1,411,,,,,,,,
54434,14,11,1063.291139,4,2,1,421,,,,,,,,
54447,86,7,29950,2,1,1,211,,,,,,,,
54492,0,0,9000,4,1,1,411,,,,,,,,
54497,49,9,4913.580247,3,1,1,311,,,,,,,,
54530,68,10,2210.526316,2,1,1,211,,,,,,,,
54541,40,9,2235.955056,3,1,1,311,,,,,,,,
54544,4,13,1990,4,2,1,421,,,,,,,,
54556,109,7,21285.71429,1,1,1,111,,,,,,,,
54570,4,9,4943.089431,4,1,1,411,,,,,,,,
54575,5,11,2341.176471,4,2,1,421,,,,,,,,
54576,1,15,2604.347826,4,2,1,421,,,,,,,,
54583,8,11,3198.717949,4,2,1,421,,,,,,,,
54625,0,0,45000,4,1,1,411,,,,,,,,
54628,39,1,13545.45455,3,1,1,311,,,,,,,,
54629,57,2,9000,2,1,1,211,,,,,,,,
54637,40,8,2855.263158,3,1,1,311,,,,,,,,
54668,0,0,149000,4,1,2,412,,,,,,,,
54687,11,12,3024.242424,4,2,1,421,,,,,,,,
54693,69,11,3553.571429,2,2,1,221,,,,,,,,
54711,16,12,1953.488372,4,2,1,421,,,,,,,,
54714,65,2,15307.69231,2,1,1,211,,,,,,,,
54729,52,19,1060,2,2,1,221,,,,,,,,
54731,49,15,1563.909774,3,2,1,321,,,,,,,,
54746,1,43,934.4773791,4,3,1,431,,,,,,,,
54759,0,0,149000,4,1,2,412,,,,,,,,
54781,19,4,3877.192982,3,1,1,311,,,,,,,,
54794,68,15,2337.078652,2,2,1,221,,,,,,,,
54804,12,17,2827.868852,4,2,1,421,,,,,,,,
54812,56,7,21285.71429,2,1,1,211,,,,,,,,
54825,16,2,900,4,1,1,411,,,,,,,,
54833,31,2,10473.68421,3,1,1,311,,,,,,,,
54836,1,44,522.6130653,4,3,1,431,,,,,,,,
54839,3,12,2223.463687,4,2,1,421,,,,,,,,
54853,3,24,8291.666667,4,2,1,421,,,,,,,,
54875,1,13,1715.517241,4,2,1,421,,,,,,,,
54916,3,4,6419.354839,4,1,1,411,,,,,,,,
54937,63,1,599000,2,1,3,213,,,,,,,,
54969,41,12,1792.792793,3,2,1,321,,,,,,,,
54980,3,24,2198.347107,4,2,1,421,,,,,,,,
55033,94,12,360,1,2,1,121,,,,,,,,
55043,2,22,1854.489164,4,2,1,421,,,,,,,,
55069,105,21,857.1428571,1,2,1,121,,,,,,,,
55091,5,6,6510.869565,4,1,1,411,,,,,,,,
55159,69,2,99500,2,1,2,212,,,,,,,,
55204,35,1,4909.090909,3,1,1,311,,,,,,,,
55224,14,13,1728.26087,4,2,1,421,,,,,,,,
55230,63,4,5518.518519,2,1,1,211,,,,,,,,
55253,52,4,6689.655172,2,1,1,211,,,,,,,,
55268,42,3,580.6451613,3,1,1,311,,,,,,,,
55285,0,0,9000,4,1,1,411,,,,,,,,
55312,37,1,692.3076923,3,1,1,311,,,,,,,,
55320,2,14,9179.245283,4,2,1,421,,,,,,,,
55324,46,7,6444.444444,3,1,1,311,,,,,,,,
55353,8,6,4422.222222,4,1,1,411,,,,,,,,
55370,39,2,11705.88235,3,1,1,311,,,,,,,,
55383,106,7,1285.714286,1,1,1,111,,,,,,,,
55387,33,16,1105.555556,3,2,1,321,,,,,,,,
55391,1,20,1035.830619,4,2,1,421,,,,,,,,
55415,3,12,2791.208791,4,2,1,421,,,,,,,,
55420,3,34,809.1451292,4,3,1,431,,,,,,,,
55425,81,4,13266.66667,2,1,1,211,,,,,,,,
55436,21,18,2506.276151,3,2,1,321,,,,,,,,
55447,22,13,1292.207792,3,2,1,321,,,,,,,,
55461,0,0,45000,4,1,1,411,,,,,,,,
55465,106,1,149000,1,1,2,112,,,,,,,,
55473,23,13,3906.832298,3,2,1,321,,,,,,,,
55484,0,0,194000,4,1,2,412,,,,,,,,
55520,0,0,45000,4,1,1,411,,,,,,,,
55532,39,6,10696.42857,3,1,1,311,,,,,,,,
55540,0,0,194000,4,1,2,412,,,,,,,,
55546,2,3,11745.09804,4,1,1,411,,,,,,,,
55558,0,0,599000,4,1,3,413,,,,,,,,
55589,23,6,2551.282051,3,1,1,311,,,,,,,,
55593,0,0,599000,4,1,3,413,,,,,,,,
55609,4,5,7157.894737,4,1,1,411,,,,,,,,
55612,77,2,1500,2,1,1,211,,,,,,,,
55615,9,11,818.1818182,4,2,1,421,,,,,,,,
55619,93,16,1968.75,1,2,1,121,,,,,,,,
55621,7,6,2666.666667,4,1,1,411,,,,,,,,
55632,98,2,3000,1,1,1,111,,,,,,,,
55674,2,22,723.0769231,4,2,1,421,,,,,,,,
55735,100,10,59900,1,1,1,111,,,,,,,,
55794,78,13,176.4705882,2,2,1,221,,,,,,,,
55799,46,4,6200,3,1,1,311,,,,,,,,
55807,0,0,9000,4,1,1,411,,,,,,,,
55810,60,6,1384.615385,2,1,1,211,,,,,,,,
55818,12,26,1623.306233,4,3,1,431,,,,,,,,
55830,12,6,6590.361446,4,1,1,411,,,,,,,,
55836,79,3,818.1818182,2,1,1,211,,,,,,,,
55848,14,18,868.9956332,4,2,1,421,,,,,,,,
55864,0,0,199000,4,1,2,412,,,,,,,,
55882,2,10,4026.490066,4,1,1,411,,,,,,,,
55884,102,23,22000,1,2,1,121,,,,,,,,
55886,85,1,49750,2,1,1,211,,,,,,,,
55905,39,4,12794.87179,3,1,1,311,,,,,,,,
55918,26,8,4061.22449,3,1,1,311,,,,,,,,
55924,9,6,98.9010989,4,1,1,411,,,,,,,,
55952,12,6,2487.5,4,1,1,411,,,,,,,,
55976,1,10,2556.603774,4,1,1,411,,,,,,,,
55979,40,9,17666.66667,3,1,1,311,,,,,,,,
55992,93,3,21000,1,1,1,111,,,,,,,,
55993,100,36,250,1,3,1,131,,,,,,,,
55999,4,18,618.6770428,4,2,1,421,,,,,,,,
56006,21,1,642.8571429,3,1,1,311,,,,,,,,
56009,9,70,202.4415056,4,4,1,441,,,,,,,,
56014,60,28,3544.378698,2,3,1,231,,,,,,,,
56019,23,5,6566.037736,3,1,1,311,,,,,,,,
56043,11,6,7103.896104,4,1,1,411,,,,,,,,
56069,28,3,600,3,1,1,311,,,,,,,,
56085,99,13,12230.76923,1,2,1,121,,,,,,,,
56089,0,0,45000,4,1,1,411,,,,,,,,
56102,91,5,900,1,1,1,111,,,,,,,,
56114,89,44,204.5454545,2,3,1,231,,,,,,,,
56132,18,18,1737.991266,4,2,1,421,,,,,,,,
56140,98,21,18952.38095,1,2,1,121,,,,,,,,
56144,79,10,473.6842105,2,1,1,211,,,,,,,,
56149,68,32,92.30769231,2,3,1,231,,,,,,,,
56153,0,0,9000,4,1,1,411,,,,,,,,
56173,9,21,2030.508475,4,2,1,421,,,,,,,,
56177,104,4,2250,1,1,1,111,,,,,,,,
56184,0,0,9000,4,1,1,411,,,,,,,,
56214,20,17,3010.050251,3,2,1,321,,,,,,,,
56215,82,12,16189.18919,2,2,1,221,,,,,,,,
56228,4,3,2980,4,1,1,411,,,,,,,,
56247,0,0,599000,4,1,3,413,,,,,,,,
56249,18,6,7582.278481,4,1,1,411,,,,,,,,
56250,16,2,281.25,4,1,1,411,,,,,,,,
56256,5,20,728.9377289,4,2,1,421,,,,,,,,
56269,1,35,755.2182163,4,3,1,431,,,,,,,,
56283,7,40,1672.268908,4,3,1,431,,,,,,,,
56285,0,0,599000,4,1,3,413,,,,,,,,
56297,8,7,2117.021277,4,1,1,411,,,,,,,,
56313,11,4,3660.377358,4,1,1,411,,,,,,,,
56319,44,20,1977.272727,3,2,1,321,,,,,,,,
56325,5,20,4188.811189,4,2,1,421,,,,,,,,
56327,62,8,13311.11111,2,1,1,211,,,,,,,,
56337,103,1,9000,1,1,1,111,,,,,,,,
56385,5,4,6534.482759,4,1,1,411,,,,,,,,
56386,102,1,9000,1,1,1,111,,,,,,,,
56398,17,2,8764.705882,4,1,1,411,,,,,,,,
56439,13,12,3915.03268,4,2,1,421,,,,,,,,
56442,44,4,11055.55556,3,1,1,311,,,,,,,,
56450,0,0,45000,4,1,1,411,,,,,,,,
56463,72,2,818.1818182,2,1,1,211,,,,,,,,
56501,61,29,6862.068966,2,3,1,231,,,,,,,,
56534,51,7,4000,2,1,1,211,,,,,,,,
56536,10,13,50.27932961,4,2,1,421,,,,,,,,
56540,92,2,39800,1,1,1,111,,,,,,,,
56542,64,11,8666.666667,2,2,1,221,,,,,,,,
56560,0,0,9000,4,1,1,411,,,,,,,,
56564,56,1,18000,2,1,1,211,,,,,,,,
56597,92,21,2142.857143,1,2,1,121,,,,,,,,
56644,11,29,421.7506631,4,3,1,431,,,,,,,,
56653,3,12,2163.043478,4,2,1,421,,,,,,,,
56681,100,14,642.8571429,1,2,1,121,,,,,,,,
56736,41,2,26533.33333,3,1,1,311,,,,,,,,
56737,98,30,6000,1,3,1,131,,,,,,,,
56766,2,5,9500,4,1,1,411,,,,,,,,
56775,102,1,18000,1,1,1,111,,,,,,,,
56794,1,28,1020.512821,4,3,1,431,,,,,,,,
56799,4,20,4975,4,2,1,421,,,,,,,,
56850,99,6,3000,1,1,1,111,,,,,,,,
56852,42,4,4975,3,1,1,311,,,,,,,,
56857,0,0,9000,4,1,1,411,,,,,,,,
56861,94,14,642.8571429,1,2,1,121,,,,,,,,
56902,3,13,3359.116022,4,2,1,421,,,,,,,,
56905,39,6,2741.37931,3,1,1,311,,,,,,,,
56910,1,14,1842.592593,4,2,1,421,,,,,,,,
56920,33,1,1285.714286,3,1,1,311,,,,,,,,
56925,1,18,1177.777778,4,2,1,421,,,,,,,,
56935,51,3,346.1538462,2,1,1,211,,,,,,,,
56944,5,11,6268.656716,4,2,1,421,,,,,,,,
56969,101,6,1500,1,1,1,111,,,,,,,,
56980,1,9,5073.529412,4,1,1,411,,,,,,,,
56982,17,8,4966.666667,4,1,1,411,,,,,,,,
56987,35,4,4522.727273,3,1,1,311,,,,,,,,
56995,47,7,7095.238095,3,1,1,311,,,,,,,,
56999,2,11,1245.508982,4,2,1,421,,,,,,,,
57008,23,3,17114.28571,3,1,1,311,,,,,,,,
57016,14,3,19684.21053,4,1,1,411,,,,,,,,
57034,33,6,3980,3,1,1,311,,,,,,,,
57049,4,5,2759.259259,4,1,1,411,,,,,,,,
57059,2,18,1542.635659,4,2,1,421,,,,,,,,
57075,11,2,18157.89474,4,1,1,411,,,,,,,,
57076,0,0,9000,4,1,1,411,,,,,,,,
57206,0,0,45000,4,1,1,411,,,,,,,,
57235,15,4,679.245283,4,1,1,411,,,,,,,,
57240,38,9,2518.987342,3,1,1,311,,,,,,,,
57245,43,6,12000,3,1,1,311,,,,,,,,
57271,68,4,33277.77778,2,1,1,211,,,,,,,,
57281,1,43,768.3397683,4,3,1,431,,,,,,,,
57298,57,11,3109.375,2,2,1,221,,,,,,,,
57299,0,0,9000,4,1,1,411,,,,,,,,
57325,73,8,6466.666667,2,1,1,211,,,,,,,,
57334,2,11,2653.333333,4,2,1,421,,,,,,,,
57356,41,8,3061.538462,3,1,1,311,,,,,,,,
57378,52,21,28523.80952,2,2,1,221,,,,,,,,
57387,13,17,888.3928571,4,2,1,421,,,,,,,,
57561,31,5,5236.842105,3,1,1,311,,,,,,,,
57576,4,7,2518.987342,4,1,1,411,,,,,,,,
57582,7,10,4991.666667,4,1,1,411,,,,,,,,
57583,36,4,7370.37037,3,1,1,311,,,,,,,,
57587,59,5,6218.75,2,1,1,211,,,,,,,,
57603,39,26,6115.384615,3,3,1,331,,,,,,,,
57605,16,2,28523.80952,4,1,1,411,,,,,,,,
57629,0,0,149000,4,1,2,412,,,,,,,,
57639,88,12,33166.66667,2,2,1,221,,,,,,,,
57656,37,17,1317.880795,3,2,1,321,,,,,,,,
57658,0,0,9000,4,1,1,411,,,,,,,,
57659,8,18,2559.82906,4,2,1,421,,,,,,,,
57662,34,2,40250,3,1,1,311,,,,,,,,
57718,34,1,1636.363636,3,1,1,311,,,,,,,,
57730,14,8,5990,4,1,1,411,,,,,,,,
57761,0,0,276000,4,1,2,412,,,,,,,,
57762,2,8,3853.211009,4,1,1,411,,,,,,,,
57864,17,8,5252.631579,4,1,1,411,,,,,,,,
57926,7,4,3754.716981,4,1,1,411,,,,,,,,
57936,3,21,690.9722222,4,2,1,421,,,,,,,,
57938,95,22,7227.272727,1,2,1,121,,,,,,,,
57982,11,3,16096.77419,4,1,1,411,,,,,,,,
57987,0,0,599000,4,1,3,413,,,,,,,,
57989,21,9,7920.634921,3,1,1,311,,,,,,,,
57993,4,20,1941.634241,4,2,1,421,,,,,,,,
58001,2,50,860.6321839,4,3,1,431,,,,,,,,
58010,17,7,15164.55696,4,1,1,411,,,,,,,,
58050,21,11,1347.457627,3,2,1,321,,,,,,,,
